"feature_id_full","feature_id","feature_mz","feature_rt","control_vs_trich_p_value","control_vs_trich_p_value_minus_log10","control_vs_trich_fold_change","control_vs_trich_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"4270_335.22_7",4270,335.220610716591,6.9917235,0.0150470671726952,1.8225481402586,0.731177623437298,-0.451706175270943,NA,NA,NA,NA,NA,"C=C(C)C1CC(OC(=O)CC(C)C)C2(C1)C(C)=CC(=O)C(O)C2C",NA,NA,NA,NA,NA,"JWNHKPFBTAUOPJ","InChI=1S/C20H30O4/c1-11(2)7-18(22)24-17-9-15(12(3)4)10-20(17)13(5)8-16(21)19(23)14(20)6/h8,11,14-15,17,19,23H,3,7,9-10H2,1-2,4-6H3","JWNHKPFBTAUOPJ-UHFFFAOYSA-N",NA,NA
"1784_411.2_3.1",1784,411.199729515581,3.0746222,0.0152218920509361,1.81753136226909,0.731557354489012,-0.45095711802441,"Terpenoids","Sesquiterpenoids","Quassinoids","3-[2,3-Bis(3-prop-2-enoyloxypropoxy)propoxy]propyl prop-2-enoate",NA,NA,"C=CC(=O)OCCCOCC(COCCCOC(=O)C=C)OCCCOC(=O)C=C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C21H32O9/c1-4-19(22)28-13-7-10-25-16-18(27-12-9-15-30-21(24)6-3)17-26-11-8-14-29-20(23)5-2/h4-6,18H,1-3,7-17H2","DMQYPVOQAARSNF"
"3286_493.28_4.9",3286,493.280161590337,4.857269,0.0154414629328159,1.81131155674951,0.680600162189729,-0.555120599784426,"Fatty acids","Glycerolipids","Prostaglandins",NA,NA,"CO[C@@H]1O[C@@H]([C@@H](C)[C@@]2(O)CC[C@H]3[C@@H]4CC=C5CC=CC(=O)[C@]5(C)[C@H]4CC[C@@]32C)C[C@]2(C)O[C@@]12C","CCC=CCC=CCC=CCC=CCC=CCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)O",NA,NA,NA,NA,"JLPRPCIHUJESQL","InChI=1S/C29H42O5/c1-17(22-16-26(3)28(5,34-26)24(32-6)33-22)29(31)15-13-20-19-11-10-18-8-7-9-23(30)27(18,4)21(19)12-14-25(20,29)2/h7,9-10,17,19-22,24,31H,8,11-16H2,1-6H3/t17-,19+,20+,21+,22-,24-,25+,26+,27+,28+,29+/m1/s1","JLPRPCIHUJESQL-UPDDYATBSA-N","InChI=1S/C27H42O9/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(30)34-19-21(29)20-35-27-26(33)25(32)24(31)22(18-28)36-27/h3-4,6-7,9-10,12-13,15-16,21-22,24-29,31-33H,2,5,8,11,14,17-20H2,1H3","QEEXYSAHKXUIFD"
"4241_497.36_6.9",4241,497.361514270064,6.934344,0.0155227733132895,1.80903068468485,0.748820026579879,-0.417309075749801,"Terpenoids","Linear polyketides","Open-chain polyketides","Tetrahydroxysqualene",NA,NA,"CC(=CCCC=C(C)CCC=C(C)CCC=C(CO)CO)CCC=C(C)CCC=C(CO)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C30H50O4/c1-25(13-7-15-27(3)17-9-19-29(21-31)22-32)11-5-6-12-26(2)14-8-16-28(4)18-10-20-30(23-33)24-34/h11-12,15-16,19-20,31-34H,5-10,13-14,17-18,21-24H2,1-4H3","YMMHDITUHQNNKU"
"4063_343.23_6.5",4063,343.228062120072,6.5228863,0.0159294795651362,1.79779841287945,0.775728681349717,-0.366375950872539,"Terpenoids","Sesterterpenoids","Open-chain polyketides","(2E,4E,7S,8E,10E,12E,14S)-7,9,13,17-Tetramethyl-7,14-Dihydroxy-2,4,8,10,12,16-Octadecahexaenoic Acid",NA,"CC1(C)OC(=O)C=C[C@]2(C)[C@H]3CC[C@@]45CCC[C@@]4(C5)[C@]3(C)C(=O)C[C@@H]12","CC(=CCC(C(=CC=CC(=CC(C)(CC=CC=CC(=O)O)O)C)C)O)C",NA,NA,NA,NA,"UQTDTFGCPOVWBK","InChI=1S/C22H30O3/c1-18(2)15-12-16(23)20(4)14(19(15,3)10-7-17(24)25-18)6-11-21-8-5-9-22(20,21)13-21/h7,10,14-15H,5-6,8-9,11-13H2,1-4H3/t14-,15+,19-,20+,21-,22-/m1/s1","UQTDTFGCPOVWBK-CSXWMVMESA-N","InChI=1S/C22H32O4/c1-17(2)13-14-20(23)19(4)11-9-10-18(3)16-22(5,26)15-8-6-7-12-21(24)25/h6-13,16,20,23,26H,14-15H2,1-5H3,(H,24,25)","AJIPQLGQGAHQQV"
"1859_249.11_3.1",1859,249.112469360303,3.1363108,0.0161882801725667,1.79079928782713,0.732620506029593,-0.44886201227773,"Shikimates and Phenylpropanoids","Styrylpyrones","Kavalactones and derivatives","Mycorradicin",NA,"COc1ccccc1O","CC(=CC=CC=C(C)C=CC(=O)O)C=CC(=O)O",NA,NA,NA,NA,"LHGVFZTZFXWLCP","InChI=1S/C7H8O2/c1-9-7-5-3-2-4-6(7)8/h2-5,8H,1H3","LHGVFZTZFXWLCP-UHFFFAOYSA-N","InChI=1S/C14H16O4/c1-11(7-9-13(15)16)5-3-4-6-12(2)8-10-14(17)18/h3-10H,1-2H3,(H,15,16)(H,17,18)","UXBCAWHJMZPSBQ"
"3955_256.23_6.3",3955,256.228217277593,6.2892528,0.0163340261241225,1.78690675415016,0.741310872716149,-0.43184942351214,"Fatty acids","Sesquiterpenoids","Wax monoesters","5E,9Z-Tridecadienyl acetate",NA,"CCC[C@@H](O)C[C@@H]1CC=C[C@@H](C[C@H](O)CC)N1C","CCCC=CCCC=CCCCCOC(=O)C",NA,NA,NA,NA,"VTAUDMKQDLSFJI","InChI=1S/C15H29NO2/c1-4-7-15(18)11-13-9-6-8-12(16(13)3)10-14(17)5-2/h6,8,12-15,17-18H,4-5,7,9-11H2,1-3H3/t12-,13-,14+,15+/m0/s1","VTAUDMKQDLSFJI-BYNSBNAKSA-N","InChI=1S/C15H26O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-17-15(2)16/h5-6,9-10H,3-4,7-8,11-14H2,1-2H3","FPIQRKOQQGYNLX"
"6902_172.12_11.4",6902,172.115651360516,11.352627,0.01643116138576,1.78433173871947,0.748023738140354,-0.418844040878783,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","Carbamic acid, (butyldimethylsilyl)methyl ester",NA,NA,"CCCC[Si](C)(C)COC(=O)N",NA,NA,NA,NA,"FDOISHJOXPONIV","nan","nan","InChI=1S/C8H19NO2Si/c1-4-5-6-12(2,3)7-11-8(9)10/h4-7H2,1-3H3,(H2,9,10)","WIRBZCVTVAQDPB"
"151_198.1_0.4",151,198.097381997586,0.43945095,0.016734430487975,1.77638906311729,0.755669830499545,-0.404172069364845,"Carbohydrates","Saccharides","Monosaccharides","D-Glc",NA,NA,"C(C1C(C(C(C(O1)O)O)O)O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2","WQZGKKKJIJFFOK"
"6924_151.1_11.4",6924,151.098028193533,11.446913,0.016953034206586,1.77075256169408,1.3085283953745,0.387945231547953,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","Pyrazolo[1,5-a]pyridin-4-amine",NA,"CCCCC/C=C/CO|C=C[C@@H](O)CCCCC","C1=CN2C(=CC=N2)C(=C1)N",NA,NA,NA,NA,"AYQPVPFZWIQERS|VSMOENVRRABVKN","InChI=1S/C8H16O/c1-2-3-4-5-6-7-8-9/h6-7,9H,2-5,8H2,1H3/b7-6+|InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3/t8-/m1/s1","AYQPVPFZWIQERS-VOTSOKGWSA-N|VSMOENVRRABVKN-MRVPVSSYSA-N","InChI=1S/C7H7N3/c8-6-2-1-5-10-7(6)3-4-9-10/h1-5H,8H2","OGXWKAPKKLJNMT"
"4358_1366.45_7.2",4358,1366.4518181388,7.1732087,0.0169791335421912,1.77008447589692,1.28800498241799,0.365138174272263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3424_263.16_5.1",3424,263.16472521148,5.0916905,0.0173528503645176,1.76062917816949,1.39524029468483,0.480513611011973,"Terpenoids","Sesquiterpenoids","Bisabolane sesquiterpenoids","4-Epi-8Α-Hydroxy-15-Epi-Brefeldin C",NA,"COc1c(C)cc2c(c1O)C1CCC2(C(C)C)OC1","CC1CCCC=CC2C(CCC2O)C(C=CC(=O)O1)O",NA,NA,NA,NA,"KVDYLKCXTJYREA","InChI=1S/C16H22O3/c1-9(2)16-6-5-11(8-19-16)13-12(16)7-10(3)15(18-4)14(13)17/h7,9,11,17H,5-6,8H2,1-4H3","KVDYLKCXTJYREA-UHFFFAOYSA-N","InChI=1S/C16H24O4/c1-11-5-3-2-4-6-12-13(7-8-14(12)17)15(18)9-10-16(19)20-11/h4,6,9-15,17-18H,2-3,5,7-8H2,1H3","DTUZEFPEIMVBAJ"
"2850_237.15_4.2",2850,237.148883847442,4.183161,0.0174372761703089,1.75852135407042,1.30954564862308,0.389066350558532,"Terpenoids","Apocarotenoids","Apocarotenoids(ε-)","Diacetyl citral",NA,"CC1(C)CC2=C(C(=O)O[C@@]2(C)O)[C@]2(C)C[C@@H]2C1","CC(=CC=O)CCC=C(C)C(C(=O)C)C(=O)C",NA,NA,NA,NA,"BCLYZTYBUNEZFV","InChI=1S/C14H20O3/c1-12(2)5-8-6-13(8,3)10-9(7-12)14(4,16)17-11(10)15/h8,16H,5-7H2,1-4H3/t8-,13+,14+/m0/s1","BCLYZTYBUNEZFV-MCCGJVOXSA-N","InChI=1S/C14H20O3/c1-10(8-9-15)6-5-7-11(2)14(12(3)16)13(4)17/h7-9,14H,5-6H2,1-4H3","UAZMZRXKSQURRX"
"7039_680.48_11.7",7039,680.481137116055,11.675255,0.0175019591461972,1.75691333424173,0.772200207309162,-0.372953153293607,"Terpenoids","Pseudoalkaloids (transamidation)","Prenyl quinone meroterpenoids","3-[6-(heptyloxy)-2',10',13'-trimethyl-2,3,3a,4,5,6,7,7a-octahydrodispiro[indene-1,15'-tetracyclo[5.5.3.0¹,⁹.0²,⁷]pentadecane-6',4''-[3]azatricyclo[5.3.0.0¹,³]decane]-4',5'',9'-trien-8''-yl]propan-1-ol",NA,NA,"CCCCCCCOC1CCC2CCC3(C2C1)CC(C45CCC(=C4CC36C5(CC=CC67C=CC8C(CCC89N7C9)CCCO)C)C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C44H67NO2/c1-5-6-7-8-9-26-47-35-14-13-34-16-21-40(37(34)27-35)28-32(3)43-24-15-31(2)38(43)29-44(40)39(43,4)19-11-20-42(44)23-18-36-33(12-10-25-46)17-22-41(36)30-45(41)42/h11,18,20,23,32-37,46H,5-10,12-17,19,21-22,24-30H2,1-4H3","KPPJFYTUZKKXQC"
"7127_1096.05_12",7127,1096.04655828547,11.966487,0.0183036732200373,1.73746174638365,0.717077021154842,-0.479800007940192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3709_583.31_5.7",3709,583.31354650422,5.667818,0.0183373987714482,1.7366622705923,0.672813618890361,-0.571721186400828,NA,NA,NA,NA,NA,"CCC(C)C(=O)OC1C(O)CC2C(C)(C3CC4CC(OC)OC4O3)C(C)CC(OC(C)=O)C2(COC(C)=O)C12CO2",NA,NA,NA,NA,NA,"UEZOFWAZJUOMCN","InChI=1S/C30H46O11/c1-8-15(2)26(34)41-25-20(33)12-21-28(6,22-10-19-11-24(35-7)40-27(19)39-22)16(3)9-23(38-18(5)32)29(21,13-36-17(4)31)30(25)14-37-30/h15-16,19-25,27,33H,8-14H2,1-7H3","UEZOFWAZJUOMCN-UHFFFAOYSA-N",NA,NA
"4477_1326.07_7.5",4477,1326.07288924648,7.457702,0.0184234198298112,1.73462975115535,1.31031647077211,0.389915297009313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4740_1054.06_7.9",4740,1054.06072064626,7.893656,0.0185253136709046,1.73223442980533,1.36189793936005,0.445618591825636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1760_600.27_3",1760,600.265573741116,3.035065,0.0186667891181222,1.72893037879469,0.741394629624509,-0.431686430016442,"Shikimates and Phenylpropanoids","Lignans","Arylnaphthalene and aryltetralin lignans","3,3',4,4',5,5',9,9'-Octahydroxy-2,7'-Cyclolignan; (7'S,8R,8'R)-Form, 3,3',5,5'-Tetra-Me Ether, 9-O-&#946;-D-Glucopyranoside","COC1=CC(=CC(OC)=C1O)C2C(CO)C(CO)CC3=C(OC)C(OC4OC(CO)C(O)C(O)C4O)=C(OC)C=C23","COc1cc([C@H]2c3c(cc(OC)c(O)c3OC)C[C@@H](CO)[C@@H]2CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(OC)c1O","COC1=CC(=CC(=C1O)OC)C2C(C(CC3=CC(=C(C(=C23)OC)O)OC)COC4C(C(C(C(O4)CO)O)O)O)CO","InChI=1S/C28H38O13/c1-36-17-6-12(7-18(37-2)22(17)32)21-14-8-19(38-3)27(26(39-4)15(14)5-13(9-29)16(21)10-30)41-28-25(35)24(34)23(33)20(11-31)40-28/h6-8,13,16,20-21,23-25,28-35H,5,9-11H2,1-4H3",NA,"MLMDACHSXKCQIF-UHFFFAOYSA-N","MLMDACHSXKCQIF","PQQRNPDHSJDAGV","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(11-40-28-26(35)25(34)23(32)19(10-30)41-28)14(9-29)5-12-6-18(38-3)24(33)27(39-4)21(12)20/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3/t14-,15-,19+,20+,23+,25-,26+,28+/m0/s1","PQQRNPDHSJDAGV-HQSXISOASA-N","InChI=1S/C28H38O13/c1-36-16-7-13(8-17(37-2)22(16)31)20-15(9-29)14(5-12-6-18(38-3)24(33)27(39-4)21(12)20)11-40-28-26(35)25(34)23(32)19(10-30)41-28/h6-8,14-15,19-20,23,25-26,28-35H,5,9-11H2,1-4H3","PACBNJFGEWTGCE"
"1922_123.08_3.2",1922,123.08082345117,3.205675,0.018707240047952,1.72799028093184,0.75458150718457,-0.406251350981101,"Fatty acids","Monoterpenoids","Irregular monoterpenoids","2,5-Dimethylcyclohexa-2,5-diene-1,4-diol",NA,"COc1ccc(C)cc1","CC1=CC(C(=CC1O)C)O",NA,NA,NA,NA,"CHLICZRVGGXEOD","InChI=1S/C8H10O/c1-7-3-5-8(9-2)6-4-7/h3-6H,1-2H3","CHLICZRVGGXEOD-UHFFFAOYSA-N","InChI=1S/C8H12O2/c1-5-3-8(10)6(2)4-7(5)9/h3-4,7-10H,1-2H3","DJGZKYQPTKTITN"
"7107_587.55_11.8",7107,587.548295041325,11.832522,0.0188283607583833,1.72518748904219,0.755973492140637,-0.403592446985621,"Alkaloids","Linear polyketides","Open-chain polyketides","3-[1,3-dihydroxypropan-2-yl-[3-(dodecylamino)-3-oxopropyl]amino]-N-dodecylpropanamide",NA,NA,"CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)C(CO)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C33H67N3O4/c1-3-5-7-9-11-13-15-17-19-21-25-34-32(39)23-27-36(31(29-37)30-38)28-24-33(40)35-26-22-20-18-16-14-12-10-8-6-4-2/h31,37-38H,3-30H2,1-2H3,(H,34,39)(H,35,40)","RQESSRDOYBWWTE"
"4316_497.36_7.1",4316,497.361520536552,7.099058,0.0191065670273256,1.71881733780222,0.757781327518816,-0.400146504035067,"Terpenoids","Linear polyketides","Open-chain polyketides","Tetrahydroxysqualene",NA,NA,"CC(=CCCC=C(C)CCC=C(C)CCC=C(CO)CO)CCC=C(C)CCC=C(CO)CO",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C30H50O4/c1-25(13-7-15-27(3)17-9-19-29(21-31)22-32)11-5-6-12-26(2)14-8-16-28(4)18-10-20-30(23-33)24-34/h11-12,15-16,19-20,31-34H,5-10,13-14,17-18,21-24H2,1-4H3","YMMHDITUHQNNKU"
"178_294_0.5",178,294.003393737196,0.4522559,0.0194188097827043,1.71177739238087,0.759812154731112,-0.396285303876741,NA,NA,NA,NA,NA,"N=c1nc2c(c[nH]1)-c1cc(Br)[nH]c1C(=O)NC2",NA,NA,NA,NA,NA,"KEIQPGDVLYNECO","InChI=1S/C10H8BrN5O/c11-7-1-4-5-2-14-10(12)15-6(5)3-13-9(17)8(4)16-7/h1-2,16H,3H2,(H,13,17)(H2,12,14,15)","KEIQPGDVLYNECO-UHFFFAOYSA-N",NA,NA
"2021_425.16_3.3",2021,425.157842375776,3.3229878,0.0195669451427027,1.70847697256514,0.750497624487578,-0.414080589524296,"Carbohydrates","Nucleosides","Imidazole alkaloids","N-Acetylalanyl-alanyl-prolyl-alanine chloromethyl ketone",NA,NA,"CC(C(=O)NC(C)C(=O)NC(=O)C1CCCN1C(C)C(=O)CCl)NC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C17H27ClN4O5/c1-9(19-12(4)23)15(25)20-10(2)16(26)21-17(27)13-6-5-7-22(13)11(3)14(24)8-18/h9-11,13H,5-8H2,1-4H3,(H,19,23)(H,20,25)(H,21,26,27)","SHEWUCRQCFTSIN"
"411_189.04_0.7",411,189.039574300861,0.7334487,0.0197724598728149,1.70393929716416,0.758187815306509,-0.399372823472615,"Fatty acids","Fatty Acids and Conjugates","Dicarboxylic acids","Alpha-Methylaconitate",NA,"COCc1cc(O)cc(Cl)c1O","CC(=C(CC(=O)O)C(=O)O)C(=O)O",NA,NA,NA,NA,"IOIPLIMWDHKVPG","InChI=1S/C8H9ClO3/c1-12-4-5-2-6(10)3-7(9)8(5)11/h2-3,10-11H,4H2,1H3","IOIPLIMWDHKVPG-UHFFFAOYSA-N","InChI=1S/C7H8O6/c1-3(6(10)11)4(7(12)13)2-5(8)9/h2H2,1H3,(H,8,9)(H,10,11)(H,12,13)","NUZLRKBHOBPTQV"
"1442_153.09_2.6",1442,153.091274267457,2.5901535,0.0198125449953525,1.70305973413099,0.76964308710986,-0.377738526782934,"Fatty acids","Fatty Acids and Conjugates","Jasmonic acids","Bis(3-hydroxycyclobutyl)methanone",NA,"CCc1ccc(OC)c(O)c1","C1C(CC1O)C(=O)C2CC(C2)O",NA,NA,NA,NA,"CAWZFQGJUGEKFU","InChI=1S/C9H12O2/c1-3-7-4-5-9(11-2)8(10)6-7/h4-6,10H,3H2,1-2H3","CAWZFQGJUGEKFU-UHFFFAOYSA-N","InChI=1S/C9H14O3/c10-7-1-5(2-7)9(12)6-3-8(11)4-6/h5-8,10-11H,1-4H2","CWECNFFSNMLLKW"
"6569_459.3_10.7",6569,459.303231956044,10.717381,0.019833645523309,1.70259745295834,0.726949707276904,-0.460072537581572,"Alkaloids","Tryptophan alkaloids","Acridone alkaloids",NA,NA,NA,"CC1C(CCC2(C1C(C(CC2)C(C)C(=O)NC3CCCC3)O)C)NC(=O)C4=CC(=CC=C4)F",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C27H39FN2O3/c1-16(25(32)29-20-9-4-5-10-20)21-11-13-27(3)14-12-22(17(2)23(27)24(21)31)30-26(33)18-7-6-8-19(28)15-18/h6-8,15-17,20-24,31H,4-5,9-14H2,1-3H3,(H,29,32)(H,30,33)","AQPXJZARXAFQDR"
"7065_153.11_11.8",7065,153.113697623412,11.771344,0.0200015371040149,1.69893662782899,1.3337740987584,0.415514338037626,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-(1-Ethyl-1H-imidazol-2-yl)acetonitrile",NA,"NCCc1cnc[nH]1","CCN1C=CN=C1CC#N",NA,NA,NA,NA,"NTYJJOPFIAHURM","InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)","NTYJJOPFIAHURM-UHFFFAOYSA-N","InChI=1S/C7H9N3/c1-2-10-6-5-9-7(10)3-4-8/h5-6H,2-3H2,1H3","LDTYEUBXAVXINI"
"4531_205.2_7.5",4531,205.19536705473,7.530766,0.0200093839893094,1.69876628138687,0.731608627584372,-0.450856006542399,"Terpenoids","Sesquiterpenoids","Farnesane sesquiterpenoids","Nerolidol","CC(C)=CCCC(C)=CCCC(C)=CCO","CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1","CC(=CCCC(=CCCC(C)(C=C)O)C)C","\"\"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3/b14-9+,15-11+\"\"",NA,"CRDAMVZIKSXKFV-UHFFFAOYSA-N","CRDAMVZIKSXKFV","FUCYIEXQVQJBKY","InChI=1S/C15H24/c1-10(2)13-8-6-12(4)14-7-5-11(3)9-15(13)14/h9-10,13,15H,5-8H2,1-4H3/t13-,15-/m0/s1","FUCYIEXQVQJBKY-ZFWWWQNUSA-N","InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3","FQTLCLSUCSAZDY"
"3285_729.31_4.9",3285,729.310395956618,4.8566313,0.0200341296292908,1.69822952048394,0.685874756718231,-0.543982935920246,"Terpenoids","Triterpenoids","Spirotetronate macrolides","[2',12',16'-tris(acetyloxy)-3'-hydroxy-4',13'-dimethyl-14'-[(3-methylbutanoyl)oxy]-5'-oxo-6'-oxaspiro[oxirane-2,17'-tricyclo[11.4.0.0³,⁷]heptadecane]-8',10'-dien-9'-yl]methyl 3-methylbutanoate",NA,NA,"CC1C(=O)OC2C1(C(C3C(C(CC(C34CO4)OC(=O)C)OC(=O)CC(C)C)(C(C=CC(=C2)COC(=O)CC(C)C)OC(=O)C)C)OC(=O)C)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C36H50O14/c1-18(2)12-29(40)44-16-24-10-11-25(46-21(6)37)34(9)26(49-30(41)13-19(3)4)15-27(47-22(7)38)35(17-45-35)31(34)32(48-23(8)39)36(43)20(5)33(42)50-28(36)14-24/h10-11,14,18-20,25-28,31-32,43H,12-13,15-17H2,1-9H3","NFTUAMISFLCLDT"
"543_141.96_1",543,141.958844656032,1.0036404,0.0201365325522106,1.69601531149287,0.726824732231965,-0.460320582770857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597_253.13_1",597,253.128357918103,1.0449406,0.020173068348288,1.69522804004294,0.697400827474666,-0.519940018996306,"Amino acids and Peptides","Small peptides","Dipeptides","2-[3-Carboxylato-3-(Methylammonio)Propyl]-L-Histidine Dizwitterion",NA,NA,"CNC(CCC1=NC=C(N1)CC(C(=O)O)N)C(=O)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C11H18N4O4/c1-13-8(11(18)19)2-3-9-14-5-6(15-9)4-7(12)10(16)17/h5,7-8,13H,2-4,12H2,1H3,(H,14,15)(H,16,17)(H,18,19)","YBMOTEQVMANKGX"
"5020_546.4_8.3",5020,546.401912314952,8.287021,0.0202980568396992,1.69254553569215,0.683297466440062,-0.549414317352046,"Fatty acids","Linear polyketides","Open-chain polyketides","2-methyl-N-[2-[2-[2-[2-[2-[2-[2-(9-methyl-4-oxodecoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethyl]propanamide",NA,NA,"CC(C)CCCCC(=O)CCCOCCOCCOCCOCCOCCOCCOCCNC(=O)C(C)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C29H57NO9/c1-26(2)8-5-6-9-28(31)10-7-12-33-14-16-35-18-20-37-22-24-39-25-23-38-21-19-36-17-15-34-13-11-30-29(32)27(3)4/h26-27H,5-25H2,1-4H3,(H,30,32)","UJDSQYCFOWJYSF"
"1920_219.1_3.2",1920,219.101947817746,3.2009444,0.0208733004457254,1.68040887570503,0.743724994852904,-0.427158836329872,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","4-(5-acetyl-2-hydroxyphenyl)-2-methylbut-2-enal",NA,"CN1[C@@H]2CC[C@H]1CC(OC(=O)CO)C2|CC(=O)OC1CC2CC(O)CC1N2C|CC(=O)OC1C[C@H]2CC(O)[C@@H](C1)N2C|COC(=O)C1C(O)CC2CCC1N2C","CC(=CCC1=C(C=CC(=C1)C(=O)C)O)C=O",NA,NA,NA,NA,"IAWYYJRDAMGQCB|AEVQETQLKSVJET|IQJHMKLTWPJIHO|QIQNNBXHAYSQRY","InChI=1S/C10H17NO3/c1-11-7-2-3-8(11)5-9(4-7)14-10(13)6-12/h7-9,12H,2-6H2,1H3/t7-,8+,9?|InChI=1S/C10H17NO3/c1-6(12)14-10-4-7-3-8(13)5-9(10)11(7)2/h7-10,13H,3-5H2,1-2H3|InChI=1S/C10H17NO3/c1-6(12)14-8-3-7-4-10(13)9(5-8)11(7)2/h7-10,13H,3-5H2,1-2H3/t7-,8?,9+,10?/m0/s1|InChI=1S/C10H17NO3/c1-11-6-3-4-7(11)9(8(12)5-6)10(13)14-2/h6-9,12H,3-5H2,1-2H3","IAWYYJRDAMGQCB-JVHMLUBASA-N|AEVQETQLKSVJET-UHFFFAOYSA-N|IQJHMKLTWPJIHO-QGVKSAJWSA-N|QIQNNBXHAYSQRY-UHFFFAOYSA-N","InChI=1S/C13H14O3/c1-9(8-14)3-4-12-7-11(10(2)15)5-6-13(12)16/h3,5-8,16H,4H2,1-2H3","ZDMKUBRRBGKXQT"
"7082_638.66_11.8",7082,638.656578955811,11.822986,0.020894921019081,1.67995926611127,0.737742642021499,-0.438810468077291,"Fatty acids","Fatty amides","N-acyl amines","N,N'-(1,2-Ethanediyl)bis(nonadecanamide)",NA,NA,"CCCCCCCCCCCCCCCCCCC(=O)NCCNC(=O)CCCCCCCCCCCCCCCCCC",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C40H80N2O2/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35-39(43)41-37-38-42-40(44)36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h3-38H2,1-2H3,(H,41,43)(H,42,44)","DDBPURUFUXBHBA"
"1978_189.13_3.3",1978,189.127671317513,3.3012092,0.0209910783536057,1.67796525026987,0.712657652616162,-0.48871889547595,"Terpenoids","Sesquiterpenoids","Apocarotenoids (β-)","3,5,5-trimethyl-4-(3-oxobut-1-en-1-yl)cyclohex-2-en-1-one",NA,"c1ccc2ccccc2c1","CC1=CC(=O)CC(C1C=CC(=O)C)(C)C",NA,NA,NA,NA,"UFWIBTONFRDIAS","InChI=1S/C10H8/c1-2-6-10-8-4-3-7-9(10)5-1/h1-8H","UFWIBTONFRDIAS-UHFFFAOYSA-N","InChI=1S/C13H18O2/c1-9-7-11(15)8-13(3,4)12(9)6-5-10(2)14/h5-7,12H,8H2,1-4H3","MLYOGKJJENFVJN"
