"feature_id_full","feature_id","feature_mz","feature_rt","control_vs_ND_p_value","control_vs_trich_p_value","ND_vs_trich_p_value","control_vs_ND_p_value_minus_log10","control_vs_trich_p_value_minus_log10","ND_vs_trich_p_value_minus_log10","ND_vs_trich_fold_change","control_vs_trich_fold_change","control_vs_ND_fold_change","ND_vs_trich_fold_change_log2","control_vs_trich_fold_change_log2","control_vs_ND_fold_change_log2","canopus_npc_pathway","canopus_npc_superclass","canopus_npc_class","sirius_name","gnps_smiles","met_annot_structure_smiles","sirius_smiles","gnps_inchi","gnps_inchi_aux","gnps_inchikey","gnps_inchikey_planar","met_annot_short_inchikey","met_annot_structure_inchi","met_annot_structure_inchikey","sirius_inchi","sirius_inchikey2d"
"572_261.14_1.1",572,261.144665947993,1.0642318,2.57475468052881e-05,0.701806403702763,1.00589705493981e-05,4.58926414369775,0.153782673339072,4.99744646337479,0.514820054303948,0.953509284202453,1.85212148639319,-0.957859841481557,-0.068681108937031,0.889178732544526,NA,NA,NA,NA,NA,"CC(C)C[C@H](N)C(=O)N[C@@H](CCC(=O)O)C(=O)O",NA,NA,NA,NA,NA,"NFNVDJGXRFEYTK","InChI=1S/C11H20N2O5/c1-6(2)5-7(12)10(16)13-8(11(17)18)3-4-9(14)15/h6-8H,3-5,12H2,1-2H3,(H,13,16)(H,14,15)(H,17,18)/t7-,8-/m0/s1","NFNVDJGXRFEYTK-YUMQZZPRSA-N",NA,NA
"1371_404.16_2.5",1371,404.155351777923,2.5045373,2.80162231934833e-05,0.000870313002102274,0.000718284556585291,4.55259041140511,3.06032452825627,3.1437034709771,1.57892740040034,0.828916181734232,0.524986887632742,0.658944837132076,-0.270701868087874,-0.92964670521995,"Shikimates and Phenylpropanoids","Phenylpropanoids (C6-C3)","Cinnamic acids and derivatives","1-O-Sinapoyl-Beta-D-Glucose",NA,"COc1cc(/C=C/C(=O)O)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O",NA,NA,NA,NA,"KKLWTTVTWMTNBP","InChI=1S/C17H22O10/c1-24-9-5-8(3-4-12(19)20)6-10(25-2)16(9)27-17-15(23)14(22)13(21)11(7-18)26-17/h3-6,11,13-15,17-18,21-23H,7H2,1-2H3,(H,19,20)/b4-3+/t11-,13-,14+,15-,17+/m1/s1","KKLWTTVTWMTNBP-KYXYLJOWSA-N","InChI=1S/C17H22O10/c1-24-9-5-8(6-10(25-2)13(9)20)3-4-12(19)27-17-16(23)15(22)14(21)11(7-18)26-17/h3-6,11,14-18,20-23H,7H2,1-2H3","XRKBRPFTFKKHEF"
"6642_1516.99_10.8",6642,1516.98725806357,10.846552,2.87548257367209e-05,0.27500187666797,5.04734068507151e-05,4.5412892600193,0.560664342446964,4.29693738029641,1.76207715833069,0.948819076719699,0.538466248333056,0.817277098778103,-0.0757950782451928,-0.893072177023296,"Amino acids and Peptides","Oligopeptides","Lipopeptides",NA,NA,NA,"CCC(C)C(C(=O)NC(CC(=O)N)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(C)C(=O)NC(C)C(=O)NC(CC(C)C)C(=O)NC(C)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C70H131N19O16/c1-15-41(10)56(76)69(103)88-53(36-55(75)90)68(102)87-51(33-38(4)5)66(100)84-47(25-17-21-29-72)62(96)79-44(13)58(92)81-46(24-16-20-28-71)61(95)78-42(11)57(91)77-43(12)60(94)85-50(32-37(2)3)65(99)80-45(14)59(93)82-48(26-18-22-30-73)63(97)83-49(27-19-23-31-74)64(98)86-52(34-39(6)7)67(101)89-54(70(104)105)35-40(8)9/h37-54,56H,15-36,71-74,76H2,1-14H3,(H2,75,90)(H,77,91)(H,78,95)(H,79,96)(H,80,99)(H,81,92)(H,82,93)(H,83,97)(H,84,100)(H,85,94)(H,86,98)(H,87,102)(H,88,103)(H,89,101)(H,104,105)","IPXIXXMXWWPJFK"
"390_301.04_0.7",390,301.039802829726,0.7045533,2.88336199301131e-05,0.958604776490657,1.5371938693276e-05,4.54010083048786,0.0183604113567837,4.8132713562676,1.83341265709381,1.00845324483572,0.550041607345643,0.874531538381686,0.0121441974785957,-0.86238734090309,"Amino acids and Peptides","Fatty Acids and Conjugates","Halogenated fatty acids","2-[2-[2-[(2-Bromoacetyl)amino]ethoxy]ethoxy]acetic acid",NA,NA,"C(COCCOCC(=O)O)NC(=O)CBr",NA,NA,NA,NA,"WGNYLYWXCHQLDZ","nan","nan","InChI=1S/C8H14BrNO5/c9-5-7(11)10-1-2-14-3-4-15-6-8(12)13/h1-6H2,(H,10,11)(H,12,13)","SZQHMUXRNBNTNT"
"6856_813.49_11.3",6856,813.490705795575,11.2880745,2.94558951161594e-05,0.137942431262196,7.07747779337131e-05,4.53082777523313,0.86030212375486,4.15012148462361,1.77189822221692,0.932235875198333,0.52612269909722,0.825295737911036,-0.101233061762884,-0.92652879967392,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610_267.9_1.1",610,267.90198987516,1.1291349,3.04932495458488e-05,0.118366086130982,5.45995405176747e-06,4.51579629211111,0.926772712443921,5.26281101208424,0.551759338020294,0.904056070661987,1.63849709169532,-0.857888953886652,-0.14551584176305,0.712373112123602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393_292.02_0.7",393,292.023736897254,0.70981497,3.23217256037456e-05,0.517628475385202,4.12563262019994e-05,4.49050546101072,0.285981840603453,4.38450944774522,1.8114694733024,0.963682500043196,0.531989367883938,0.857160493847331,-0.0533701881225774,-0.910530681969909,"Carbohydrates","Polyols","Cyclitols","Ethoxy-(2-methoxy-1-methoxysulfonyloxy-2-oxoethyl)-oxophosphanium",NA,"C=CC(C)(C)c1[nH]c2cc(Br)ccc2c1C=O","CCO[P+](=O)C(C(=O)OC)OS(=O)(=O)OC",NA,NA,NA,NA,"SMRWVYZTPFJPCC","InChI=1S/C14H14BrNO/c1-4-14(2,3)13-11(8-17)10-6-5-9(15)7-12(10)16-13/h4-8,16H,1H2,2-3H3","SMRWVYZTPFJPCC-UHFFFAOYSA-N","InChI=1S/C6H12O8PS/c1-4-13-15(8)6(5(7)11-2)14-16(9,10)12-3/h6H,4H2,1-3H3/q+1","STFVYACRENQMET"
"500_247.13_0.9",500,247.128997342831,0.89766526,3.67186733873925e-05,0.335713487490247,9.62229601175757e-06,4.43511301785594,0.474031210360798,5.01672128697872,0.5,0.914079208352734,1.82815841670547,-1,-0.129608909312515,0.870391090687485,"Amino acids and Peptides","Small peptides","Dipeptides","2-(2-amino-3-carboxypropanamido)-4-methylpentanoic acid","CC(C)[C@@H](C(=O)O)NC(=O)[C@H](CCC(=O)O)N",NA,"CC(C)CC(C(=O)O)NC(=O)C(CC(=O)O)N","InChI=1S/C10H18N2O5/c1-5(2)8(10(16)17)12-9(15)6(11)3-4-7(13)14/h5-6,8H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)/t6-,8-/m0/s1",NA,"SITLTJHOQZFJGG-XPUUQOCRSA-N","SITLTJHOQZFJGG",NA,NA,NA,"InChI=1S/C10H18N2O5/c1-5(2)3-7(10(16)17)12-9(15)6(11)4-8(13)14/h5-7H,3-4,11H2,1-2H3,(H,12,15)(H,13,14)(H,16,17)","ZVDPYSVOZFINEE"
"6623_941.62_10.9",6623,941.617793840105,10.865532,3.92426269437696e-05,0.758876267538659,3.88930457880798e-05,4.40624192817799,0.119829028723395,4.41012804509732,0.541714023533448,1.04694712848046,1.93265649955215,-0.884396656062361,0.0661885870585612,0.950585243120922,"Polyketides","Linear polyketides","Open-chain polyketides",NA,NA,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@@H](CO[C@@H]1O[C@H](CO[C@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\CCCCCCCC","CCCC1CCC2C(CC1)OC3C2C(CCCC3(C(C)(C4CCC5(C4(CC6(C=CC(CC78C6C5=C(C(=O)C7CC(C(C8)O)O)NCC(C)O)C9=C(NC(C=C9)N)CCCO)O)C)O)O)O)O",NA,NA,NA,NA,"WRBMMQBJKRUKCC","InChI=1S/C51H88O15/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-42(53)61-36-39(64-43(54)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2)37-62-50-49(60)47(58)45(56)41(66-50)38-63-51-48(59)46(57)44(55)40(35-52)65-51/h5,7,11,13,17-20,39-41,44-52,55-60H,3-4,6,8-10,12,14-16,21-38H2,1-2H3/b7-5-,13-11-,19-17-,20-18-/t39-,40+,41+,44-,45-,46-,47-,48+,49+,50+,51-/m0/s1","WRBMMQBJKRUKCC-PPCCXXFZSA-N","InChI=1S/C52H81N3O11/c1-5-8-29-11-13-32-38(15-12-29)66-46-41(32)35(58)10-6-19-52(46,65)48(4,62)39-18-21-51(64)42-43(54-26-28(2)57)44(61)33-23-36(59)37(60)25-49(33)24-30(17-20-50(63,45(42)49)27-47(39,51)3)31-14-16-40(53)55-34(31)9-7-22-56/h14,16-17,20,28-30,32-33,35-41,45-46,54-60,62-65H,5-13,15,18-19,21-27,53H2,1-4H3","BLRPLOIIQPCYJU"
"383_261.09_0.7",383,261.094319324091,0.69627017,3.9541439361801e-05,0.109542937013397,0.000109570114741775,4.40294752582887,0.960415619152971,3.96030788355775,1.76888209093142,0.924439839436915,0.52261247042766,0.82283788494311,-0.113348659703669,-0.936186544646778,"Carbohydrates","Nucleosides","Purine alkaloids","Hydrazinecarboxamide, 2-(5-(acetyloxy)-1,4,5,6-tetrahydro-4,6-dioxo-2-pyrimidinyl)-",NA,NA,"CC(=O)OC1C(=O)NC(=NNC(=O)N)NC1=O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C7H9N5O5/c1-2(13)17-3-4(14)9-7(10-5(3)15)12-11-6(8)16/h3H,1H3,(H3,8,11,16)(H2,9,10,12,14,15)","XRSFLOLOUFJWQN"
"387_499.2_0.7",387,499.199802381749,0.6988258,4.47077692302678e-05,0.220593575789626,9.15300022967802e-05,4.34961699944879,0.656407139401456,4.03843652674009,1.83198335895538,0.937634405643389,0.511813822467274,0.873406398597746,-0.0929025857709776,-0.966308984368724,"Carbohydrates","Aminosugars and aminoglycosides","Aminoglycosides","(4R)-4-[[(2S)-2-[[(2R)-2-[(2S,3R,4R,5S,6R)-3-acetamido-2,5-dihydroxy-6-(hydroxymethyl)oxan-4-yl]oxypropanoyl]amino]propanoyl]amino]-5-oxopentanamide",NA,NA,"CC(C(=O)NC(CCC(=O)N)C=O)NC(=O)C(C)OC1C(C(OC(C1O)CO)O)NC(=O)C",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C19H32N4O10/c1-8(17(29)23-11(6-24)4-5-13(20)27)21-18(30)9(2)32-16-14(22-10(3)26)19(31)33-12(7-25)15(16)28/h6,8-9,11-12,14-16,19,25,28,31H,4-5,7H2,1-3H3,(H2,20,27)(H,21,30)(H,22,26)(H,23,29)","QNYQQMYPZCLBFL"
"49_151.04_0.4",49,151.035428443051,0.36553687,4.50217676446485e-05,0.537464280319799,5.76057329154667e-05,4.34657745773074,0.269650393506282,4.23953429349246,1.86620497498088,0.962151298059376,0.515565712747731,0.900107453578626,-0.055664319606121,-0.955771773184747,"Alkaloids","Histidine alkaloids","Imidazole alkaloids",NA,NA,NA,"C1=CNC(=O)N([C]1N)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H6N3O2/c5-3-1-2-6-4(8)7(3)9/h1-2,9H,5H2,(H,6,8)","GFPQBBIFILRPRI"
"7022_752.51_11.7",7022,752.507311321237,11.676694,4.55493357780501e-05,0.304504115344984,7.98371956355348e-05,4.34151795173228,0.516406833541647,4.09779472649777,1.76340333175758,0.948422856378021,0.537836602266556,0.818362490639982,-0.076397663630195,-0.894760154270177,"Polyketides","Triterpenoids","Polyether ionophores","[2-[5-(2-Cyclohexylethynyl)-2-(3-ethenoxypropoxy)cyclohexanecarbonyl]oxycyclopentyl] 5-(2-cyclohexylethynyl)-2-(3-ethenoxypropoxy)cyclohexane-1-carboxylate",NA,NA,"C=COCCCOC1CCC(CC1C(=O)OC2CCCC2OC(=O)C3CC(CCC3OCCCOC=C)C#CC4CCCCC4)C#CC5CCCCC5",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C45H66O8/c1-3-48-28-12-30-50-40-26-24-36(22-20-34-14-7-5-8-15-34)32-38(40)44(46)52-42-18-11-19-43(42)53-45(47)39-33-37(23-21-35-16-9-6-10-17-35)25-27-41(39)51-31-13-29-49-4-2/h3-4,34-43H,1-2,5-19,24-33H2","JAEDAJDIXXZJMA"
"284_169.98_0.6",284,169.977505046001,0.56383306,5.1544464903297e-05,0.998240819734809,3.38581060823628e-05,4.28781796454185,0.000764675079878433,4.47033733863651,0.57011285628986,1.00310699900725,1.75948847309847,-0.810680559656532,0.00447550296293448,0.815156062619466,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","methyl N-[(1R)-2,2-dichloro-1-hydroxyethyl]carbamate",NA,NA,"COC(=O)NC(C(Cl)Cl)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H7Cl2NO3/c1-10-4(9)7-3(8)2(5)6/h2-3,8H,1H3,(H,7,9)","GFIYZEOOXHRICW"
"285_128.95_0.6",285,128.951003287106,0.5678499,5.4350178896434e-05,0.654143961477029,1.97872909482033e-05,4.26479902207251,0.184326663304462,4.70361366040609,0.590941010174585,0.959271884079831,1.62329550253489,-0.758913972227626,-0.0599883221655601,0.698925650062066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370_409.11_2.5",1370,409.111339910962,2.5040853,5.84717625471409e-05,0.000571357867178879,0.00254490229527182,4.2330538147832,3.24309178832564,2.59432888658413,1.51945348713258,0.805240766622281,0.529954206194152,0.603552512365809,-0.312507881998452,-0.916060394364261,"Terpenoids","Monoterpenoids","Cinnamic acids and derivatives","1-O-Sinapoyl-Beta-D-Glucose",NA,"COc1cc(/C=C/C(=O)O)cc(OC)c1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O","COC1=CC(=CC(=C1O)OC)C=CC(=O)OC2C(C(C(C(O2)CO)O)O)O",NA,NA,NA,NA,"KKLWTTVTWMTNBP","InChI=1S/C17H22O10/c1-24-9-5-8(3-4-12(19)20)6-10(25-2)16(9)27-17-15(23)14(22)13(21)11(7-18)26-17/h3-6,11,13-15,17-18,21-23H,7H2,1-2H3,(H,19,20)/b4-3+/t11-,13-,14+,15-,17+/m1/s1","KKLWTTVTWMTNBP-KYXYLJOWSA-N","InChI=1S/C17H22O10/c1-24-9-5-8(6-10(25-2)13(9)20)3-4-12(19)27-17-16(23)15(22)14(21)11(7-18)26-17/h3-6,11,14-18,20-23H,7H2,1-2H3","XRKBRPFTFKKHEF"
"62_128.02_0.4",62,128.019522094485,0.3675745,6.09296277493954e-05,0.26002387478588,0.000119341055468847,4.215171475197,0.584986774291738,3.9232101255143,1.82319826892323,0.939968240174232,0.515560077143652,0.866471459917109,-0.0893160833281608,-0.955787543245269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"XTWNUAXLOAEBOC","nan","nan",NA,NA
"149_235.09_0.4",149,235.092550313554,0.44460264,6.19454104922035e-05,0.335713487490249,1.57140478616036e-05,4.20799086478019,0.474031210360796,4.8037119284217,0.5,0.909673024651336,1.81934604930267,-1,-0.136580022634316,0.863419977365684,"Amino acids and Peptides","Small peptides","Aminoacids",NA,NA,"O=C1N[C@H](Cc2ccc(O)cc2)C(=O)N[C@H]1Cc1c[nH]c2c([C@]34C[C@H]5C(=O)N[C@H](Cc6ccccc6)C(=O)N5[C@H]3Nc3ccccc34)cccc12","CC(=O)C(=O)NC(CCC(=O)O)C(=O)O",NA,NA,NA,NA,"SSPQFDPZFDHFQA","InChI=1S/C40H36N6O5/c47-25-15-13-23(14-16-25)17-30-35(48)43-31(36(49)42-30)19-24-21-41-34-26(24)9-6-11-28(34)40-20-33-37(50)44-32(18-22-7-2-1-3-8-22)38(51)46(33)39(40)45-29-12-5-4-10-27(29)40/h1-16,21,30-33,39,41,45,47H,17-20H2,(H,42,49)(H,43,48)(H,44,50)/t30-,31+,32-,33+,39-,40-/m1/s1","SSPQFDPZFDHFQA-JQLKQZRRSA-N","InChI=1S/C8H11NO6/c1-4(10)7(13)9-5(8(14)15)2-3-6(11)12/h5H,2-3H2,1H3,(H,9,13)(H,11,12)(H,14,15)","JHLSCKRPFIRSSX"
"213_136.08_0.5",213,136.07522197597,0.4706203,6.92910219958209e-05,0.0623809259726602,9.13389182488622e-06,4.15932303306878,1.204948182932,5.03934413616379,1.8680938854222,1.08214547596799,0.57927788555628,0.901566962879124,0.113894457898308,-0.787672504980816,"Alkaloids","Tyrosine alkaloids","Phenylethylamines","[2-Hydroxy-2-(3-hydroxyphenyl)ethyl] ammonium",NA,NA,"C1=CC(=CC(=C1)O)C(CN)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C8H11NO2/c9-5-8(11)6-2-1-3-7(10)4-6/h1-4,8,10-11H,5,9H2","LRCXRAABFLIVAI"
"6658_613.48_10.9",6658,613.482984494632,10.87468,6.94285320473886e-05,0.998322750554717,4.26497402640225e-05,4.15846201709198,0.000729031733948025,4.37008360933222,1.8256309729964,1.00186625315321,0.548778076167743,0.868395173190404,0.00268992490875866,-0.865705248281645,"Fatty acids","Glycerolipids","Diacylglycerols","1-(hexadec-9-enoyloxy)-3-hydroxypropan-2-yl octadeca-9,12-dienoate",NA,"CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC(O)COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","CCCCCCC=CCCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCCC=CCC=CCCCCC",NA,NA,NA,NA,"NSOPGAYUGBZWHL","InChI=1S/C39H64O5/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-38(41)43-35-37(40)36-44-39(42)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,37,40H,3-4,9-10,15-16,21-36H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-","NSOPGAYUGBZWHL-YTWBPVBXSA-N","InChI=1S/C37H66O5/c1-3-5-7-9-11-13-15-17-18-20-22-24-26-28-30-32-37(40)42-35(33-38)34-41-36(39)31-29-27-25-23-21-19-16-14-12-10-8-6-4-2/h11,13-14,16-18,35,38H,3-10,12,15,19-34H2,1-2H3","BHGPPCIWDXQOMA"
"7013_226.95_11.6",7013,226.951770646952,11.634729,8.23634033432219e-05,0.1198289452692,1.34750940498085e-05,4.08426571617441,0.921438263313127,4.87046819495975,0.543557584265143,0.892197199532679,1.64140327604641,-0.879495213023825,-0.164565475162623,0.714929737861202,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","4-Nitro-2-hydroximino-3-chloro-3-thiolene 1,1-dioxide",NA,NA,"C1C(=C(C(=NO)S1(=O)=O)Cl)[N+](=O)[O-]",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H3ClN2O5S/c5-3-2(7(9)10)1-13(11,12)4(3)6-8/h8H,1H2","KSHFVPQPZKEHDG"
"433_260.16_0.8",433,260.160743712874,0.817308,9.03043600177789e-05,0.997547050710126,5.52322853263343e-05,4.04429128084983,0.00106661104785713,4.25780698675853,0.534804675379372,0.995553890704622,1.86152802422382,-0.902916017045568,-0.00642868175627978,0.896487335289288,"Amino acids and Peptides","Small peptides","Dipeptides","1,3-Bis(morpholin-4-yl)propane-1,3-dione",NA,"CC[C@H](C)[C@H](N)C(=O)N[C@@H](CCC(N)=O)C(=O)O","C1COCCN1C(=O)CC(=O)N2CCOCC2",NA,NA,NA,NA,"CNPNWGHRMBQHBZ","InChI=1S/C11H21N3O4/c1-3-6(2)9(13)10(16)14-7(11(17)18)4-5-8(12)15/h6-7,9H,3-5,13H2,1-2H3,(H2,12,15)(H,14,16)(H,17,18)/t6-,7-,9-/m0/s1","CNPNWGHRMBQHBZ-ZKWXMUAHSA-N","InChI=1S/C11H18N2O4/c14-10(12-1-5-16-6-2-12)9-11(15)13-3-7-17-8-4-13/h1-9H2","DPNZFWSVHKTMAF"
"6631_335.26_10.9",6631,335.258071274061,10.851374,9.53106792214164e-05,0.62660153584677,0.000116133477655267,4.02085843548874,0.20300854496507,3.93504256867525,1.73572523894683,0.967501020138804,0.557404477638319,0.795538590765413,-0.0476649124433199,-0.843203503208733,"Fatty acids","Glycerolipids","Monoacylglycerols","2,3-dihydroxypropyl octadeca-9,12,15-trienoate",NA,"CC(=O)[C@H]1[C@@H](O)C[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","CCC=CCC=CCC=CCCCCCCCC(=O)OCC(CO)O",NA,NA,NA,NA,"FGDFFHLIMDMCJI","InChI=1S/C21H34O3/c1-12(22)19-18(24)11-17-15-5-4-13-10-14(23)6-8-20(13,2)16(15)7-9-21(17,19)3/h13-19,23-24H,4-11H2,1-3H3/t13-,14-,15+,16-,17-,18-,19-,20-,21-/m0/s1","FGDFFHLIMDMCJI-AFYPPJMBSA-N","InChI=1S/C21H36O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h3-4,6-7,9-10,20,22-23H,2,5,8,11-19H2,1H3","GGJRAQULURVTAJ"
"6797_124.09_11.2",6797,124.087215343895,11.207854,9.56834403853524e-05,0.67698061199098,0.000109880905579729,4.0191632176208,0.16942376887158,3.95907777001359,1.78617818564533,0.969438073607871,0.542744324949653,0.836876008076254,-0.044779351018679,-0.881655359094933,"Alkaloids","Nicotinic acid alkaloids","Pyridine alkaloids","2-Vinylpyrimidine",NA,NA,"C=CC1=NC=CC=N1",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6N2/c1-2-6-7-4-3-5-8-6/h2-5H,1H2","ZDHWTWWXCXEGIC"
"1966_414.23_3.3",1966,414.233968367712,3.2570128,9.74314862760561e-05,0.244914981434683,0.000207805248717663,4.01130067242128,0.610984648295405,3.68234348728736,1.75074409965864,0.937631212157495,0.535561543426202,0.807968225328593,-0.0929074994495723,-0.900875724778165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6054_740.56_10",6054,740.563199885702,9.979643,0.000106564249428787,0.774456993521476,0.00010951995681141,3.97238846960511,0.11100269410218,3.96050673613566,0.527206235751014,1.05441247150203,2,-0.923560660364879,0.0764393396351209,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"385_283.03_0.7",385,283.029106810998,0.6975098,0.000108428665835492,0.309676938836337,0.000206684572952254,3.96485588598609,0.509091134678825,3.68469193813683,1.76624852600778,0.942847456912662,0.53381358457168,0.820688356583477,-0.0849037184275623,-0.905592075011039,"Alkaloids","Histidine alkaloids","Imidazole alkaloids","N-(2,4-difluoro-6-nitrophenyl)-2-methylpropanamide",NA,NA,"CC(C)C(=O)NC1=C(C=C(C=C1F)F)[N+](=O)[O-]",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C10H10F2N2O3/c1-5(2)10(15)13-9-7(12)3-6(11)4-8(9)14(16)17/h3-5H,1-2H3,(H,13,15)","WFJKOANEUMELFQ"
"93_156.08_0.4",93,156.077106453848,0.38482246,0.000116941636101653,0.774456993521476,0.000120819410691975,3.93203083434901,0.11100269410218,3.91786328691352,0.5275103545597,1.0550207091194,2,-0.922728681967418,0.0772713180325823,1,"Alkaloids","Small peptides","Pyridine alkaloids","3-Aminoisonicotinic acid",NA,NA,"C1=CN=CC(=C1C(=O)O)N",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C6H6N2O2/c7-5-3-8-2-1-4(5)6(9)10/h1-3H,7H2,(H,9,10)","FYEQKMAVRYRMBL"
"1174_378.21_2.2",1174,378.212212777961,2.2377868,0.000117862183049211,0.968460717048911,6.43252608885092e-05,3.9286255191424,0.0139179905513646,4.1916184437152,1.83777816243928,1.00869496642103,0.548866553666189,0.87796262992175,0.0124899633793043,-0.865472666542445,"Fatty acids","Fatty acyl glycosides","Macrolide lactones","(2R)-2-[[3-(oxiran-2-ylmethoxy)-2,2-bis(oxiran-2-ylmethoxymethyl)propoxy]methyl]oxirane",NA,NA,"C1C(O1)COCC(COCC2CO2)(COCC3CO3)COCC4CO4",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C17H28O8/c1(13-5-22-13)18-9-17(10-19-2-14-6-23-14,11-20-3-15-7-24-15)12-21-4-16-8-25-16/h13-16H,1-12H2","PLDLPVSQYMQDBL"
"6637_261.22_10.9",6637,261.221398940719,10.85225,0.00011814284787004,0.506620184623903,0.000169660387748016,3.92759256454869,0.295317511157886,3.77041954478083,1.70630606706009,0.959797709921197,0.562500320692696,0.7708764519464,-0.059197724101722,-0.830074176048122,"Fatty acids","Fatty Acids and Conjugates","Unsaturated fatty acids","17-Octadecen-9-Ynoic Acid",NA,"CC(=O)/C=C/[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@H]12","C=CCCCCCCC#CCCCCCCCC(=O)O",NA,NA,NA,NA,"BWBJEVOKFXFEAU","InChI=1S/C18H28O/c1-13-7-6-8-16-17(13,4)11-9-14(2)18(16,5)12-10-15(3)19/h7,10,12,14,16H,6,8-9,11H2,1-5H3/b12-10+/t14-,16+,17+,18+/m1/s1","BWBJEVOKFXFEAU-BRSXBSMMSA-N","InChI=1S/C18H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2H,1,3-8,11-17H2,(H,19,20)","JSDJDUFIGGRVBJ"
"226_169.98_0.5",226,169.977557394495,0.5318959,0.000125492220574785,0.960310005597077,9.71594565499778e-05,3.90138319582566,0.0175885461409317,4.01251492303535,0.570851187556413,1.01707175789218,1.78167582035848,-0.808813389501226,0.0244214698572591,0.833234859358485,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","methyl N-[(1R)-2,2-dichloro-1-hydroxyethyl]carbamate",NA,NA,"COC(=O)NC(C(Cl)Cl)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H7Cl2NO3/c1-10-4(9)7-3(8)2(5)6/h2-3,8H,1H3,(H,7,9)","GFIYZEOOXHRICW"
"532_137.99_1",532,137.987324412047,0.96930337,0.000129674364704457,0.0836300851388582,0.000490905004603026,3.88714587100759,1.07763746108538,3.30900254039881,1.71276228492291,0.908045752784151,0.530164495550542,0.776324932997582,-0.139163103921996,-0.915488036919579,"Fatty acids","Fatty Acids and Conjugates","Halogenated fatty acids","1-(2,2-Dichloroethylamino)ethenol",NA,NA,"C=C(NCC(Cl)Cl)O",NA,NA,NA,NA,NA,NA,NA,"InChI=1S/C4H7Cl2NO/c1-3(8)7-2-4(5)6/h4,7-8H,1-2H2","ZDXIOIDDAPSCJQ"
"254_312.97_0.5",254,312.966885700353,0.52488446,0.000130018906553286,0.38225027514703,3.35587702441353e-05,3.88599349065672,0.417652193306633,4.47419396220483,1.86255649557305,1.04901368509232,0.563211740199897,0.897284186459057,0.0690334989695566,-0.8282506874895,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
